"","x"
"115",1508.39674110364
"116",1509.83120523484
"117",1470.60809137172
"118",1500.76515954351
"119",1516.98442749362
"120",1509.68771242762
"121",1499.29487791824
"122",1504.41999567105
"123",1491.08409310047
"124",1510.94240709242
"125",1466.60195998598
"126",1514.9430458945
"127",1512.73047296221
"128",1506.99351524787
"129",1503.9378701058
"130",1475.69771408967
"131",1500.194817273
"132",1506.37658983393
"133",1505.8720984464
"134",1513.78329234654
"135",1517.24496711929
"136",1506.23553314608
"137",1498.68177019632
"138",1520.78687887688
"139",1488.02305517793
"140",1523.50234705093
"141",1504.44614281906
"142",1498.17795283282
"143",1478.11142899479
"144",1502.45871458233
"145",1487.93777638185
"146",1485.83241150496
"147",1502.81778012594
"148",1490.24092806116
"149",1542.79203862444
"150",1497.6080982894
"151",1479.55751534741
"152",1514.94434479941
"153",1516.44633663677
"154",1503.17187489975
"155",1503.97192406655
"156",1518.00019663059
"157",1543.52266089424
"158",1515.73733279793
"159",1491.57773183587
"160",1501.69420303708
"161",1494.32482792296
"162",1509.78363032381
"163",1511.20369960921
"164",1485.59107602945
"165",1466.71393258238
"166",1505.44619705721
"167",1483.19616447187
"168",1503.21632230835
"169",1505.43074470615
"170",1499.1427383592
"171",1508.98141425181
"172",1511.33351502718
"173",1511.36753186215
"174",1520.07043000453
"175",1504.51211926455
"176",1496.43643733592
"177",1486.98827417725
"178",1481.90806325488
"179",1522.80104594185
"180",1490.82019941566
"181",1502.42141629009
"182",1499.9744335637
"183",1478.65653517667
"184",1510.72736145427
"185",1521.29171326986
"186",1476.11889193822
"187",1505.04389004214
"188",1509.91357969322
"189",1512.77874916696
"190",1497.78236864017
"191",1491.68405720518
"192",1496.01519195163
"193",1509.86098548159
"194",1522.69939278581
"195",1519.62885065166
"196",1507.47532204208
"197",1492.69534175401
"198",1471.93913928713
"199",1494.60886994787
"200",1505.53329099828
"201",1491.40146498053
"202",1505.02418389966
"203",1512.38178129097
"204",1488.76081379383
"205",1512.49476775776
"206",1505.55052869763
"207",1491.50724001622
"208",1500.26879020158
"209",1484.88626409662
"210",1478.73717110185
"211",1491.64613847154
"212",1528.60055501688
"213",1511.11433458576
"214",1486.90489176479
"215",1506.40153389455
"216",1482.80696409251
"217",1487.86565488552
"218",1492.86441303867
"219",1472.57224439068
"220",1523.48305456368
"221",1485.42696113836
"222",1500.37281787633
"223",1496.4646265178
"224",1510.21008974959
"225",1478.96782843703
"226",1484.95904262155
"227",1490.77085565675
"228",1485.84811156411
"229",1516.07553297581
"230",1487.23246382295
"231",1485.0507067061
"232",1496.23568313208
"233",1498.78652500244
"234",1480.55258470016
"235",1490.53567545621
"236",1510.89686072096
"237",1498.13081974665
"238",1512.48681440595
"239",1530.87226196605
"240",1515.06516770456
"241",1468.61650378528
"242",1506.75585455938
"243",1483.70619216427
"244",1502.2399252077
"245",1496.8092870434
"246",1491.45911544964
"247",1492.72871211009
"248",1484.80618400993
"249",1497.50906750077
"250",1498.98910288223
"251",1496.98662730308
"252",1501.29903219706
"253",1514.38904321673
"254",1490.13200212946
"255",1507.91768294659
"256",1510.04854698715
"257",1505.13987624283
"258",1503.31237608153
"259",1504.52671751793
"260",1514.64625466558
"261",1506.31628098162
"262",1490.5272528839
"263",1478.82064927515
"264",1493.54590472139
"265",1496.745977925
"266",1513.60549085261
"267",1509.63284167748
"268",1509.36806258477
"269",1492.79506925397
"270",1524.67812894747
"271",1496.80692288988
"272",1498.6390592712
"273",1485.47706454997
"274",1503.31493896383
"275",1498.43161393449
"276",1501.48059623907
"277",1475.18534914402
"278",1481.2401334316
"279",1522.02150962842
"280",1486.46629813811
"281",1494.59726385872
"282",1532.28999790228
"283",1515.66068995412
"284",1504.18861309114
"285",1482.96207920141
"286",1522.3358252651
"287",1485.24467216309
"288",1492.04513461635
"289",1497.06610800859
"290",1499.78783836513
"291",1470.05184974225
"292",1519.50337686685
"293",1521.92216027231
"294",1494.42896482821
"295",1474.37806517408
"296",1487.76068421369
"297",1509.98046870486
"298",1488.29987381982
"299",1483.53116607874
"300",1529.0437942258
"301",1504.50959823655
"302",1521.85536223059
"303",1528.70697944919
"304",1489.42721909358
"305",1516.6742131376
"306",1516.91720723743
"307",1483.10666955057
"308",1518.12688637406
"309",1476.42944760112
"310",1527.87041076593
"311",1493.0512017435
"312",1494.78103374616
"313",1496.9050973447
"314",1497.96873757337
"315",1494.92324312646
"316",1508.52029413715
"317",1489.36391382515
"318",1520.13522754233
"319",1510.97316872025
"320",1520.14588504125
"321",1500.22817209859
"322",1530.57649290609
"323",1504.15050943085
"324",1491.25368747989
"325",1512.51687243584
"326",1482.69973187417
"327",1512.593550467
"328",1522.78666608783
"329",1503.21927156379
"330",1487.21572013346
"331",1500.35347718669
"332",1513.29020754503
"333",1514.11897161934
"334",1512.3476579503
"335",1500.69821493499
"336",1499.09948499992
"337",1486.24650943904
"338",1484.36848248306
"339",1502.33729239329
"340",1496.77237578375
"341",1500.97250036988
"342",1487.90592163865
"343",1515.59316523352
"344",1490.07779850114
"345",1516.51605926723
"346",1516.90314197798
"347",1530.16288434822
"348",1511.84794296225
"349",1518.76233914661
"350",1506.33819915972
"351",1520.49267054138
"352",1477.04177832379
"353",1491.50697600358
"354",1506.88561959034
"355",1506.2830336569
"356",1521.27613875774
"357",1480.03467446094
"358",1504.43722781638
"359",1493.19247778885
"360",1516.18003061979
"361",1495.70413801355
"362",1511.38461652889
"363",1532.15908560483
"364",1506.34088923398
"365",1490.90934474473
"366",1482.51631654439
"367",1514.17224993537
"368",1502.97589257684
"369",1502.33576498367
"370",1497.12250230493
"371",1529.19566508611
"372",1469.85977834878
"373",1492.01597047662
"374",1490.734480779
"375",1497.40735153147
"376",1513.03444845245
"377",1495.41218547821
"378",1490.7163004554
"379",1490.744960518
"380",1519.45369491626
"381",1498.51776882766
"382",1510.06622183509
"383",1537.96952571294
"384",1502.35046227373
"385",1504.78303058294
"386",1507.56618319533
"387",1518.54261040994
"388",1493.38805995252
"389",1528.51013106063
"390",1482.5287249132
"391",1494.1937843197
"392",1492.41752191445
"393",1514.77452954927
"394",1514.63436437498
"395",1515.58501489287
"396",1497.59485282695
"397",1496.01036227211
"398",1519.81219083149
"399",1503.9173388184
"400",1493.88022034751
"401",1480.81677500927
"402",1518.06435612168
"403",1500.32068806432
"404",1476.08542712791
"405",1500.30034166004
"406",1518.03285167437
"407",1515.6407819841
"408",1484.33244290003
"409",1472.57457914899
"410",1529.46313370664
"411",1497.14341938218
"412",1500.03248426405
"413",1493.1594979742
"414",1499.99088535276
"415",1498.92853346402
"416",1467.48281085752
"417",1531.61377113768
"418",1514.12186075549
"419",1517.7236448614
"420",1508.33394841803
"421",1491.11084561114
"422",1502.49694641854
"423",1471.84623045794
"424",1497.88564767763
"425",1528.6539027502
"426",1531.31511909408
"427",1522.26450635492
"428",1510.91817768513
"429",1483.21570489055
"430",1506.2706622441
"431",1505.97727231792
"432",1489.57630203303
"433",1512.707268511
"434",1513.18166406893
"435",1511.27990322068
"436",1476.92077790819
"437",1496.52328298089
"438",1490.93480898751
"439",1492.92425910777
"440",1481.25095026991
"441",1490.94151946168
"442",1500.41953800722
"443",1515.86967054191
"444",1501.2968626404
"445",1497.50104793375
"446",1478.89371554803
"447",1506.39771073344
"448",1552.81506175781
"449",1520.99254710921
"450",1505.9827642735
"451",1509.25340699088
"452",1501.47533716902
"453",1489.30880842799
"454",1508.01530372882
"455",1496.51020279323
"456",1521.37522353555
"457",1491.49171028475
"458",1512.2232050938
"459",1513.56802598941
"460",1465.77956816898
"461",1510.31297405564
"462",1491.06531542388
"463",1513.18523323826
"464",1485.44132513263
"465",1514.17619760262
"466",1534.49286352116
"467",1506.43246986057
"468",1503.12189771768
"469",1515.88945038607
"470",1506.79566940559
"471",1517.23796555747
"472",1503.4279262886
"473",1503.32487830037
"474",1476.59895730914
"475",1494.63941653602
"476",1509.99340838803
"477",1513.71275245675
"478",1510.10530291074
"479",1525.26553732919
"480",1516.10969120555
"481",1508.44741208392
"482",1502.39319729151
"483",1489.95841018658
"484",1501.60148786439
"485",1518.45030001342
"486",1487.77161432178
"487",1481.7618847304
"488",1504.48457965978
"489",1460.17825265993
"490",1513.07655393079
"491",1493.69138243806
"492",1520.03756443888
"493",1510.98349136634
"494",1506.63706988947
"495",1493.21229890811
"496",1513.89613936688
"497",1513.10755462558
"498",1514.5181714409
"499",1484.98931375626
"500",1494.02440246318
"501",1487.68533230693
"502",1498.64815036052
"503",1507.84719363561
"504",1519.0583860185
"505",1495.38750108182
"506",1478.88753071826
"507",1501.76999793999
"508",1484.15330309573
"509",1526.20729187139
"510",1496.81699911391
"511",1516.44096788754
"512",1468.72079992056
"513",1500.73491342184
"514",1485.63192176121
"515",1502.86334660029
"516",1491.30014676272
"517",1501.27336096814
"518",1489.39968045109
"519",1511.22492986866
"520",1487.50218358468
"521",1496.07880256185
"522",1505.2149855577
"523",1516.85618999201
"524",1507.79945239236
"525",1532.21043044849
"526",1482.18399330884
"527",1491.34155426248
"528",1502.70228511349
"529",1494.97163596195
"530",1501.15977644944
"531",1516.6583471934
"532",1486.07890051987
"533",1491.58048414791
"534",1489.18954081752
"535",1496.66725763956
"536",1512.08856148608
"537",1499.85941989569
"538",1500.32512300848
"539",1501.02905589685
"540",1514.78367639265
"541",1471.90574580208
"542",1509.61476183104
"543",1510.69998498436
"544",1498.28502743305
"545",1495.08578321115
"546",1488.47985243294
"547",1506.25851966445
"548",1502.57057037975
"549",1474.43817537764
"550",1498.03164540992
"551",1493.34813508399
"552",1525.06948003916
"553",1503.11765913156
"554",1500.95338321648
"555",1501.42666020452
"556",1515.81809326548
"557",1488.65307326167
"558",1501.80644145189
"559",1466.91876545222
"560",1517.70920186068
"561",1523.29672526035
"562",1509.9616787355
"563",1504.51534699136
"564",1488.63977574368
"565",1513.3593306029
"566",1469.79675227668
"567",1492.4772573169
"568",1499.16990350013
"569",1516.59241384591
"570",1504.5242293053
"571",1506.12151821595
"572",1489.62827468243
"573",1489.84111529163
"574",1490.84169642274
"575",1509.05102235264
"576",1530.18349484299
"577",1477.2518257544
"578",1519.35012866704
"579",1491.58752152212
"580",1510.0003478746
"581",1504.95861113313
"582",1503.99593516494
"583",1496.45273169966
"584",1501.53454207469
"585",1512.0421121548
"586",1509.11326858602
"587",1474.84001728429
"588",1479.6710984924
"589",1511.2930140749
"590",1490.91559380736
"591",1499.17526732247
"592",1487.62039224204
"593",1503.28280824823
"594",1481.72146696346
"595",1507.60205717472
"596",1499.44706210009
"597",1482.98582850962
"598",1497.91396382583
"599",1487.60533868061
"600",1491.05156427619
"601",1523.8185351392
"602",1499.06595621296
"603",1508.48462987576
"604",1523.0659893428
"605",1456.36575514433
"606",1506.85890599557
"607",1514.53203926874
"608",1507.39247753891
"609",1503.91315930945
"610",1500.31450986991
"611",1483.82295788981
"612",1501.3411981695
"613",1526.44005046716
"614",1482.5342720008
"615",1508.50897586858
"616",1494.32002565061
"617",1512.73918443908
"618",1493.37154837941
"619",1505.61864267524
"620",1491.65690212419
"621",1495.72825483894
"622",1511.43052295338
"623",1508.92636375264
"624",1515.80574975109
"625",1508.38182118183
"626",1506.42856373249
"627",1496.97503146979
"628",1513.05346851307
"629",1484.08538161895
"630",1507.12717761114
"631",1494.4174717694
"632",1489.69969968022
"633",1517.82698455266
"634",1500.30780691112
"635",1481.4816731935
"636",1499.13932574266
"637",1500.88420981594
"638",1500.24405557308
"639",1479.65551082456
"640",1494.71771893799
"641",1495.0995255922
"642",1522.17214970305
"643",1530.80384508854
"644",1497.81720218514
"645",1491.82333840401
"646",1550.6121994362
"647",1521.1538237859
"648",1484.93921345825
"649",1488.88330267506
"650",1516.84509702867
"651",1516.5401302443
"652",1505.78274225329
"653",1496.30759280186
"654",1499.68400264114
"655",1503.45957657213
"656",1493.51101364824
"657",1506.75312474621
"658",1522.20339554955
"659",1505.68356723065
"660",1505.69276963634
"661",1505.18242798732
"662",1518.85427963038
"663",1517.23121342145
"664",1464.13189632656
"665",1512.2233097186
"666",1513.86228416606
"667",1495.43582456044
"668",1505.39523514928
"669",1512.93110439032
"670",1488.85553936222
"671",1496.86711754082
"672",1505.88293863993
"673",1491.25163567489
"674",1508.98514775172
"675",1503.92048331289
"676",1521.38826146566
"677",1519.98052864003
"678",1492.89638873458
"679",1487.97070294107
"680",1474.3617248871
"681",1511.9200035264
"682",1525.0773082476
"683",1484.87740462514
"684",1481.96437312069
"685",1491.00302981927
"686",1466.75580296747
"687",1488.26271405085
"688",1513.99729348574
"689",1491.74665781309
"690",1501.67895070322
"691",1498.80335331208
"692",1515.86522612816
"693",1517.8516359057
"694",1522.2701040552
"695",1486.45829524168
"696",1506.66598818619
"697",1474.46602975686
"698",1464.56494183338
"699",1487.15127339305
"700",1462.69367679321
"701",1463.7416783933
"702",1497.25710666268
"703",1502.09178629393
"704",1506.19301985469
"705",1498.96918675089
"706",1518.77545846787
"707",1493.17538047379
"708",1505.09892955828
"709",1509.97214348909
"710",1497.3198798824
"711",1498.00694293196
"712",1526.98563954918
"713",1474.418456511
"714",1503.53107919119
"715",1503.23838324117
"716",1501.72535863115
"717",1494.32421160741
"718",1489.1178946107
"719",1500.04167120338
"720",1501.70847584722
"721",1526.01594460163
"722",1491.48758127266
"723",1497.50684430087
"724",1488.13745037037
"725",1512.24638653601
"726",1510.68172474816
"727",1499.06649397638
"728",1479.18446869261
"729",1491.12325089701
"730",1472.49597254469
"731",1512.99869217466
"732",1486.53964975575
"733",1503.11255669909
"734",1487.80947249033
"735",1490.31641933191
"736",1488.15673746882
"737",1504.4193448403
"738",1486.12992743597
"739",1528.19021702235
"740",1509.93541406216
"741",1495.83541537484
"742",1469.4923510579
"743",1504.98060212466
"744",1504.97616566602
"745",1511.63178892495
"746",1524.78526204425
"747",1521.96408062772
"748",1470.79958251945
"749",1502.15946309652
"750",1500.57694664061
"751",1505.07485894316
"752",1488.8561358216
"753",1500.76304282247
"754",1494.23774032069
"755",1502.24510237875
"756",1498.54890928581
"757",1485.03682593125
"758",1503.81693719049
"759",1518.1267520169
"760",1504.45408708394
"761",1516.5812477752
"762",1508.987559651
"763",1507.30129045988
"764",1500.86267270503
"765",1487.79841316147
"766",1530.24150283413
"767",1475.4563965528
"768",1504.51136951558
"769",1510.31490656129
"770",1507.09654588036
"771",1493.4788410585
"772",1509.71255496563
"773",1516.05180434441
"774",1515.1793187765
"775",1491.36516918789
"776",1494.1267314817
"777",1497.3151195035
"778",1476.90681217337
"779",1496.78871426221
"780",1486.35687420885
"781",1500.40033247784
"782",1482.59908839732
"783",1521.5034599453
"784",1489.19860705438
"785",1505.7502039326
"786",1498.13109903728
"787",1503.56292398805
"788",1483.29539988995
"789",1522.20490785274
"790",1522.08746663678
"791",1512.14393944029
"792",1509.20285093724
"793",1501.05587699938
"794",1500.50910332832
"795",1516.81249918469
"796",1525.4545809084
"797",1490.59899678016
"798",1495.64204545582
"799",1506.06135309051
"800",1509.98455593866
"801",1541.73547767015
"802",1511.49507285701
"803",1489.82294684875
"804",1493.43444966924
"805",1511.14792789538
"806",1503.52295019164
"807",1500.68282274051
"808",1495.71727992159
"809",1492.01265019031
"810",1507.53239304681
"811",1526.02964771077
"812",1495.76867534707
"813",1503.3465071715
"814",1481.17772357505
"815",1507.46865004398
"816",1509.81045352499
"817",1515.86299081561
"818",1511.20134244475
"819",1491.23720536332
"820",1512.93842012878
"821",1503.17422227633
"822",1506.55542625499
"823",1475.00784109991
"824",1479.88233142305
"825",1498.88317073165
"826",1499.43119101792
"827",1505.89003052399
"828",1466.93647174479
"829",1513.92459804196
"830",1496.40451099098
"831",1503.19679796888
"832",1493.05325404273
"833",1511.1018860372
"834",1504.37639530148
"835",1510.83573024018
"836",1473.12875717038
"837",1502.85061778338
"838",1516.48908558238
"839",1506.31849922133
"840",1489.11471427417
"841",1489.59205950781
"842",1478.79319833925
"843",1521.39316500379
"844",1481.71523998512
"845",1505.27625736819
"846",1486.38168885383
"847",1492.11988881797
"848",1487.38752433509
"849",1481.59592092109
"850",1510.4410975792
"851",1499.09179479571
"852",1484.00468776178
"853",1491.47738337338
"854",1492.74031462492
"855",1477.55648267753
"856",1502.28502610068
"857",1519.14828170394
"858",1483.2640420274
"859",1524.91441164627
"860",1507.17823922385
"861",1518.7471008249
"862",1476.3515589075
"863",1504.98079083888
"864",1497.28632593346
"865",1503.72362316612
"866",1512.2602388049
"867",1468.60341531829
"868",1493.65885329342
"869",1514.50250717201
"870",1534.16528191922
"871",1478.13472233186
"872",1528.86961254824
"873",1492.76472601412
"874",1500.56059752757
"875",1497.03576154269
"876",1510.31139575129
"877",1509.52570220346
"878",1484.09161249179
"879",1504.84117121619
"880",1494.7938836451
"881",1492.02837256696
"882",1493.19145783125
"883",1503.44243721482
"884",1519.25522472461
"885",1493.39167127089
"886",1482.30168730605
"887",1515.13453552918
"888",1510.97271960803
"889",1483.52465428387
"890",1528.71953945923
"891",1497.10287320036
"892",1498.87454446149
"893",1517.77775633579
"894",1517.03864003187
"895",1476.931113316
"896",1511.04737182574
"897",1487.65448554671
"898",1469.79539857132
"899",1483.19349318517
"900",1483.11225302545
"901",1506.80650745816
"902",1512.34795632611
"903",1493.22213535417
"904",1475.74408374667
"905",1469.43094893537
"906",1517.85611246726
"907",1495.0985062184
"908",1456.15042807593
"909",1494.58919334956
"910",1494.23087777635
"911",1516.14322776189
"912",1506.49054152958
"913",1497.49394202117
"914",1475.31203497055
"915",1542.85616043356
"916",1513.50812472271
"917",1475.41734234827
"918",1509.88617918181
"919",1462.61580370509
"920",1502.42489228175
"921",1490.43787290308
"922",1487.06105879111
"923",1492.03564896121
"924",1505.51754041165
"925",1519.17376390219
"926",1495.80658653169
"927",1494.04710727293
"928",1479.37006354113
"929",1488.91390091252
"930",1483.33062288911
"931",1526.37024014809
"932",1521.64136131405
"933",1503.15984101162
"934",1520.26208780543
"935",1484.63942938199
"936",1502.81625822074
"937",1491.8824136778
"938",1498.6117871217
"939",1501.56434572329
"940",1476.93573672779
"941",1477.50258626265
"942",1483.85667970998
"943",1485.97435556004
"944",1539.2171873469
"945",1499.66440580851
"946",1514.90106827031
"947",1482.42835777592
"948",1496.29968142576
"949",1490.32715939833
"950",1494.21071589584
"951",1486.39078750448
"952",1513.22275071683
"953",1486.51879072235
"954",1509.32850193136
"955",1520.60340548817
"956",1505.57981899255
"957",1484.53604950737
"958",1471.50053750803
"959",1509.29861063411
"960",1504.6403630056
"961",1526.98372205361
"962",1492.1799088966
"963",1481.32818445392
"964",1493.49339317292
"965",1496.92320914311
"966",1535.70596053126
"967",1491.34915944476
"968",1504.19386718534
"969",1483.96489601939
"970",1489.41715271169
"971",1500.70197119353
"972",1523.66067530328
"973",1543.43919135701
"974",1496.57819973654
"975",1479.43259210707
"976",1502.90085185498
"977",1493.01799724076
"978",1502.59668842637
"979",1507.84453635966
"980",1504.95791589914
"981",1512.49512835026
"982",1501.19662049634
"983",1509.43205349624
"984",1493.83295109151
"985",1490.16393699361
"986",1491.51005643191
"987",1491.53943834174
"988",1482.95367875318
"989",1481.52877328824
"990",1510.90192034974
"991",1470.12066764743
"992",1518.53454997908
"993",1492.03575942149
"994",1499.90435434457
"995",1494.8591584408
"996",1462.5967613865
"997",1484.95154643195
"998",1481.29584732837
"999",1497.65048539081
"1000",1523.220235644
"1001",1527.44796481113
"1002",1499.58120857493
"1003",1517.24881040218
"1004",1498.81742285081
"1005",1516.01937599059
"1006",1495.69829899713
"1007",1512.78595278771
"1008",1525.01155097742
"1009",1513.33107056195
"1010",1499.65231685384
"1011",1489.882068655
"1012",1475.35721256111
"1013",1499.56413617217
"1014",1475.03488805506
"1015",1508.09283368474
"1016",1496.44779290499
"1017",1489.17395207032
"1018",1484.18244298824
"1019",1487.72666109142
"1020",1504.76144151302
"1021",1486.16627418111
"1022",1502.81816840087
"1023",1470.49688958039
"1024",1502.82248992836
"1025",1488.61534284825
"1026",1476.42168532562
"1027",1497.72519619495
"1028",1520.17429012403
"1029",1498.56188713438
"1030",1492.89716135126
"1031",1496.92977472811
"1032",1502.21459997354
"1033",1521.85228128001
"1034",1507.77355739195
"1035",1504.89613829329
"1036",1454.23752966267
"1037",1515.43772177674
"1038",1508.93850048099
"1039",1474.71418493132
"1040",1478.44742907765
"1041",1496.41919691645
"1042",1481.57892683068
"1043",1537.41175673633
"1044",1519.67887124431
"1045",1504.14006910595
"1046",1499.01026951293
"1047",1482.91533988194
"1048",1516.00867870187
"1049",1485.4037619875
"1050",1513.74863242476
"1051",1502.94374204054
"1052",1476.89078823865
"1053",1520.70856982704
"1054",1525.68663142261
"1055",1515.60582501534
"1056",1518.19599929974
"1057",1484.78013829887
"1058",1487.0715082333
"1059",1528.25372319612
"1060",1498.70232022804
"1061",1483.7892901304
"1062",1480.79988848332
"1063",1458.09485197189
"1064",1467.04554737468
"1065",1508.99901275086
"1066",1513.77831913558
"1067",1507.32273943982
"1068",1511.40883717879
"1069",1521.54724359314
"1070",1513.71757564455
"1071",1513.68945949857
"1072",1504.21554462616
"1073",1496.20599733646
"1074",1507.98043297514
"1075",1499.33963623426
"1076",1479.18794775938
"1077",1476.38089783662
"1078",1491.86844259846
"1079",1535.59063032827
"1080",1490.25703019196
"1081",1493.71695951036
"1082",1484.00404450049
"1083",1500.65159256331
"1084",1497.12893809631
"1085",1495.16481826286
"1086",1493.2797088136
"1087",1490.7368032452
"1088",1492.98190155471
"1089",1522.63496928233
"1090",1495.68355009986
"1091",1524.31634243249
"1092",1492.25329787446
"1093",1481.47106085998
"1094",1508.78771373532
"1095",1483.91190525372
"1096",1504.06329459276
"1097",1515.35768942705
"1098",1509.80252982403
"1099",1515.38402084309
"1100",1507.48540786256
"1101",1515.06026995822
"1102",1485.35982736786
"1103",1510.56473946378
"1104",1502.33890904579
"1105",1511.71919407296
"1106",1531.45756343563
"1107",1514.45509382597
"1108",1502.3406333957
"1109",1486.81402903337
"1110",1493.92837754796
"1111",1489.16771871451
"1112",1511.30951693861
"1113",1491.01000037279
"1114",1510.40904226672
"1115",1536.48155330428
"1116",1485.06333615074
"1117",1476.86196997278
"1118",1503.54039142102
"1119",1531.09973361773
"1120",1492.81470322623
"1121",1505.69066791928
"1122",1488.69052126302
"1123",1513.52514317394
"1124",1488.44882517841
"1125",1465.73543258256
"1126",1528.18737034056
"1127",1506.50019176343
"1128",1510.06890827213
"1129",1474.02495995412
"1130",1526.42665819931
"1131",1487.41548485548
"1132",1499.38949857161
"1133",1520.3735419555
"1134",1488.11776012001
"1135",1520.96920370918
"1136",1487.53305730062
"1137",1493.7137724176
"1138",1466.95776091192
"1139",1511.79249040562
"1140",1480.19921844449
"1141",1508.51300464926
"1142",1504.43101868433
"1143",1486.17391168153
"1144",1517.99059096458
"1145",1493.07117528311
"1146",1501.38867333197
"1147",1496.71678275318
"1148",1515.47733273026
"1149",1485.48558351501
"1150",1506.30384026185
"1151",1505.00364238936
"1152",1491.79233020958
"1153",1452.38385229275
"1154",1500.20734860905
"1155",1490.36476153865
"1156",1516.69927844348
"1157",1478.26759161692
"1158",1511.36274091777
"1159",1517.10145711811
"1160",1495.47037021845
"1161",1496.92176226584
"1162",1502.46001379435
"1163",1519.00450458254
"1164",1516.08687982375
"1165",1499.48423741597
"1166",1500.6440112661
"1167",1512.58723193795
"1168",1490.28526802466
"1169",1491.82796203304
"1170",1498.26952917187
"1171",1490.56893843178
"1172",1505.26192105715
"1173",1523.56700373443
"1174",1495.07219241599
"1175",1509.95842242898
"1176",1499.32113309527
"1177",1509.72285409746
"1178",1505.68754422161
"1179",1507.08777360914
"1180",1491.74678957305
"1181",1496.28298513454
"1182",1497.29485454385
"1183",1497.37761846515
"1184",1527.49447759432
"1185",1494.89412715765
"1186",1507.08540878775
"1187",1505.80412775688
"1188",1505.58395261921
"1189",1462.56195619241
"1190",1504.39580448467
"1191",1501.04897797582
"1192",1501.49840724327
"1193",1510.46095208665
"1194",1486.52701094023
"1195",1506.14059815209
"1196",1474.32125172322
"1197",1523.994670169
"1198",1485.78332595765
"1199",1470.44077525839
"1200",1513.03888238001
"1201",1519.19022511498
"1202",1521.43057116564
"1203",1500.73781973535
"1204",1524.79008212994
"1205",1508.33804805161
"1206",1499.41439262071
"1207",1503.77405099041
"1208",1491.39207010832
"1209",1513.25819869242
"1210",1495.14946095755
"1211",1504.66931491146
"1212",1515.86186838391
"1213",1520.4363358133
"1214",1497.81093464735
"1215",1480.66195471603
"1216",1484.77995470473
"1217",1459.27561464536
"1218",1503.60000347762
"1219",1499.79443987918
"1220",1491.14381411492
"1221",1521.90749460161
"1222",1500.62436343574
"1223",1486.78400954875
"1224",1517.67870862974
"1225",1511.07123801783
"1226",1504.27183905667
"1227",1509.97149075022
"1228",1534.22121103044
"1229",1480.79499328669
"1230",1548.54113235151
"1231",1476.01040785412
"1232",1519.1530527575
"1233",1506.97895692992
"1234",1486.66978155307
"1235",1481.77035642573
"1236",1515.95265110163
"1237",1531.69422574824
"1238",1512.02467839521
"1239",1524.19823138256
"1240",1497.02600013471
"1241",1507.53341173063
"1242",1498.74814313067
"1243",1518.80270814844
"1244",1507.60690553707
"1245",1490.99355517074
"1246",1503.50861987227
"1247",1499.34936836838
"1248",1510.43726968441
"1249",1507.81832207293
"1250",1494.03619175951
